codbarra,produto,preco
78907881,OLEO PAIXAO-SEDUTORA,13.14
7506306241152,DES. DOVE  DERMOCARE,15.46
7898483538577,MACA PERUANA -FEMME C/ 60 CAPS,46.04
7898483538270,FOSFORO C/ 60 CAPS,32.26
7898483533008,FERRO C/60 CAPS,32.18
7898042152695,BUGROON C/ 60 CAPS,25.32
7898126050152,CONFIRME -MASCULINO,65.16
7896094906457,OLEO PAIXAO-ENVOLVENTE,14.19
78932586,CHICLETE ADAMS CEREJA+LARANJA E HORTELA,0.49
7896007549542,ABS INTIMUS INTERNO MEDIO C/ APLICADOR,17.48
7896818245619,SABONETEIRA,5
7897947614321,RESSAKA SOL FLAC 10ML,2.17
7506078948051,DES BIO AERO MEN,13.36
4005808910328,DES NIVEA POWER,13.27
7506339315967,DES.OLD SPICE -PEGADOR 150 ML,13.09
7506309872513,DES.OLD SPICE -VIP 150ML,13.25
7506339315950,DES.OLD MATADOR-VIP 150ML,13.44
7896012802410,LENÇO UMEDECIDOS POM-POM,13.22
7899785201015,CC CREAM,25.25
7899026437302,DES. BÍO CLARIFY ROLLON,6.06
7898940257256,ESCOV. DENTAL TIMES - CORINTHIANS,8.44
7896033211765,MAMADEIRA LILLO 240 ML-PRIMEIRO PASSOS,33
7896033211772,MAMADEIRA LILLO 240 ML,33.44
7898958338015,BANANINHA SANTA BRANCA-C/ AÇUCAR,2.02
7898958338251,BANANINHA SANTA BRANCA-SEM AÇUCAR,2.93
7896033201964,CHUPETA LILLO-,13.98
7896033202879,CHUPETA LILLO-,18.1
7896381300432,CHUPETA PITUCA REF:815AZ,8.92
7896044960089,DES.GIONNA -BABY- ROLL-ON- LOVELY,7.1
7898274672251,CINTA ELAST.DILEPE-TAM GRANDE,92.12
7896381300661,CHUPETA PITUCA REF:980AZ,10
7898954589039,ABS. P / SEIOSAFFGIO C/ 12 UNIDADES,9.28
7898954589022,ABS. P / SEIOSAFFGIO C/ 24 UNIDADES,13.08
7898483533039,CALCIO C A / 60 CAPS,30.49
7509552903096,DES BIO MINERAL,13.05
7506078971981,DES BIO DRY CARE,13.3
7898422751746,SAB. LIQUIDO -DOVE,10.31
7898960950229,FITA CIRURGICA MICROPOROSA 50X5M,16.24
7898322240036,BALA GENGIBRE MISTO 10 UNIDADES,3.8
7897512900491,MANT CACAU BATOM ZIN-ZIN,3.94
7898926211104,SUPLA Z 600MG PAGUE 100 LEVE 130,46.13
7897512901597,(x)MANT CACAU ROLL ON DISPLAY 20,66.12
7891772150719,BARRA KOBBER-FRUTAS,2.12
7891772150726,BARRA KOBBER-DAMASCO-AMEIXA,2.2
7891772150733,BARRA KOBBER-MANGA -GOIABA,2.07
7891772150863,BARRA KOBBER-TRADICIONAL,2.26
7891772150870,BARRA KOBBER-CASTANHA DO PARA,2.49
7891772150887,BARRA KOBBER-CACAU E CAJU,2.55
7891772153550,BARRA KOBBER-TORTA DE BANAN C/ CHOCOLATE,2.12
7891772153567,BARRA KOBBER-LASCAS DE COCO/CHOCOLATE,1.85
7891772153574,BARRA KOBBER-MOUSE DE LIMAO/COCO E CHOCOLATE,1.73
7891772153581,BARRA KOBBER-BROUNIE/CHOCOLATE,2.07
7891772154137,BARRA KOBBER-NUTS AMENDOA-DAMASCO,3.29
7891772154144,BARRA KOBBER-NUTS -AMENDOA/ CRANBERRY,3.5
7891772154151,BARRA KOBBER-NUTS AMENDOA-UVAS  PASSAS,3.1
7891772154298,BARRA KOBBER-PROTEIN MOUSE DE MORANGO,4.62
7891772154304,BARRA KOBBER-PROTEIN COOKIES&CREAM,4.77
7891772154281,BARRA KOBBER-PROTEIN CHOLOLATE BROWNIE,4.49
7891772155257,BARRA KOBBER-LIGHT MORANGO/IOGURTEE CHOC/ BRANCO,2.21
7891772155271,BARRA KOBBER- LIGHT MORANGO/CHOC./CRAMBERRY,2.13
7891772155264,BARRA KOBBER- ZERO-BANANA/QUINOA E CHIA,2.39
7891772155301,BARRA KOBBER-CAST. /CHIA/LINH. E CHOCO,2.13
7891772157022,BARRA KOBBER-TAPIOCA,1.94
7891772157046,BARRA KOBBER-TAPIOCA DOCE DE LEITE,2.02
7891772157015,BARRA KOBBER-TAPIOCA DOCE DE LEITE,1.62
7891772157039,BARRA KOBBER-TAPIOCA CHOCOLATE,2.03
7898277711186,PRÓ CÁLCIO D3-OSTRAS 500MG C/30 CAPS,30.13
7702018913664,GILLETTE CLEAR GEL COOL WAVE 82G,20.38
7896369162052,AGUA MICELAR-HIDRAMAR,20.19
7896369162021,AGUA MICELAR-HIDRAMAR,10.27
7896902201682,(x)HIDRATANTE LABIAL FPS 30 NEUT,15.23
7896902205987,(x)PROTETOR LABIAL SUNLESS FPS15,15.45
7898943181046,FD GERI. VIVA MIX C/ 40 UNIDADES,52.97
7898943181053,FD GERI. VIVA MIX C/ 40 UNIDADES,53.29
7898943181060,FD GERI. VIVA MIX C/ 40 UNIDADES,48.06
7896902214842,ANTISSEPTICO TOPICO-SPRAY,13.98
7898283814314,COMPRESSAS DE GAZES C/ 10 UNIDADES,1.56
7896540780723,APAR. CARDIO LIFE,145.07
7898959897108,TOALHAS TURMA DO SONINHO C/ 100 UNIDADES,13.56
7998926513113,CLORETO DE MAGNESIO 60 CAPS PA 5,29.42
7998926513168,MACA PERUANA 500MG 60 CAPSULAS -,36.16
7998926513175,TRIBULUS TERRESTRIS 500MG 60 CAP,37.01
7998926200099,CLORETO MAGNESIO SACHES C/ 1 UNIDADES,7.4
7998926200075,HIBISCO FRUTAS VERMELHAS SOLUVEL,27.38
7998926200068,CHA VERDE SOLUVEL LIMA LIMAO 250,28.45
7998926200051,CHA VERDE SOLUVEL NATURAL 250G -,28.34
7998926200013,MATCHA LIMA LIMAO SOLUVEL 250G -,29.16
7998126200004,VITA BELT DETOX CHA MISTO SOL. 2,36.37
7998926200006,VITA BELT LIMALIMAO MISTO SOLUVE,35.99
4005808570928,HIDRA. NIVEA,20.32
4005808189625,SAB NIVEA 150ML CONTROLE DE BRILHO,17.74
742832304719,DIPIRONA 500MG C/10 CPR GREEN FARMA,5.42
7896436900150,MICRO NEBULIZADOR INF OXIGENIO V,16.38
7898488470032,"C.GAZE 7,5 X 7,5 13F N.EST.",39.29
7898488470384,COMPRESSAS DE GAZES HIDROFILA HERIKA 13 FIOS,1.85
7891060969771,ALICATE MUNDIAL,8.45
7891024030820,CR.DENTAL COLGATE LUMINOS WHITE,6.84
7898031314530,CRE. PES E MAOS ( SEBO DECARNERO ),12.58
7898947389714,CURATIVOS BELLACOTTON C/ 25 UNIDADES,4.33
7897512900873,MEL BISNAGA  280 GRAMAS,28.46
7896007201396,PRESERV BLOWTEX SKYN SELECTION C,26.3
7898941402310,STRONG MASSA 3KG,65.07
7898483532988,MAGNESIO QUELATO C/ 60 CAPSULAS,37.43
7898582680313,SALITESTE teste de HIV/SEVERAL,96.31
7898937123724,EXTRAT. PROLPOLIS -SPRAY,9.5
7898937123847,EXTRAT. PROLPOLIS -SPRAY,9.1
7898937123717,EXTRAT. PROLPOLIS -SPRAY,9.42
7898937123663,BISNAGA DE MEL E PROPOLIS,13.01
7898937123670,BISNAGA DE MEL E PROPOLIS,12.61
7898937123687,BISNAGA DE MEL E PROPOLIS,12.9
7898937123595,BISNAGA DE MEL E PROPOLIS,12.94
7898937123649,BISNAGA DE MEL E PROPOLIS,12.8
7898937123694,BISNAGA DE MEL E PROPOLIS,12.94
